+----------------------------------+------------------------+------------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+----------------------+----------------------+------------------------+------------------------+----------------------+----------------------+-----------------------+----------------------+----------------------+----------------------+-----------------------+-----------------------+-----------------------+----------------------+----------------------+----------------------+------------------------+----------------------+-----------------------+----------------------+----------------------+----------------------+----------------------+-----------------------+-----------------------+----------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+-----------------------+-----------------------+-----------------------+----------------------+----------------------+----------------------+-----------------------+-----------------------+-----------------------+----------------------+-----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+-----------------------+
|              Metric              |           P1           |           P2           |           P3          |           P4           |           P5           |           P6           |           P7           |          P8          |          P9          |          P10           |          P11           |         P12          |         P13          |          P14          |         P15          |         P16          |         P17          |          P18          |          P19          |          P20          |         P21          |         P22          |         P23          |          P24           |         P25          |          P26          |         P27          |         P28          |         P29          |         P30          |          P31          |          P32          |         P33          |          P34          |          P35           |          P36           |          P37           |          P38           |          P39          |          P40          |          P41          |         P42          |         P43          |         P44          |          P45          |          P46          |          P47          |         P48          |          P49          |         P50          |         P51          |         P52          |         P53          |         P54          |         P55          |          P56          |
| Relative Linkage Disequilibrium  |   0.9998377939983779   |    0.99983280387895    |   0.9993610223642173  |   0.9981132075471698   |   0.9993610223642173   |   0.9857142857142857   |          1.0           |  0.9998843796970748  |  0.9995654063450674  |   0.9892473118279569   |   0.9583333333333334   |  0.9995654063450674  |  0.9995061728395062  |   0.9978308026030368  |  0.9995425434583715  |  0.9994826694257631  |  0.9994826694257631  |   0.9991482112436116  |   0.9982866933181038  |   0.9982866933181038  |   0.99983280387895   |  0.9987473903966596  |  0.9998490566037735  |   0.9857142857142857   |  0.9990950226244344  |   0.9970443349753695  |  0.9998377939983779  |  0.9993610223642173  |  0.9995061728395062  |  0.9998377939983779  |   0.9987473903966596  |   0.9945945945945946  |  0.9998377939983779  |   0.997289972899729   |   0.9892473118279571   |   0.9958368026644463   |   0.989247311827957    |   0.9997349589186324   |          1.0          |   0.9995276334435522  |   0.9978308026030368  |   0.99983280387895   |  0.9998261171970092  |  0.9991645781119466  |   0.9998261171970092  |   0.9989898989898991  |   0.9956709956709957  |  0.9983558040118383  |   0.9935205183585313  |  0.9997949559155218  |  0.9997349589186324  |  0.9997782213351075  |  0.9997349589186324  |  0.9997949559155218  |  0.9997349589186324  |   0.9985842378480414  |
|          Relative Risk           |   1.7052631578947368   |   1.590909090909091    |   1.3090909090909093  |   0.7578947368421053   |   1.3090909090909093   |   0.9600000000000002   |   2.4000000000000004   |  1.9038461538461542  |  1.4166666666666667  |   1.0303030303030303   |   0.9855072463768115   |  1.4166666666666667  |  1.3492063492063493  |   0.8484848484848484  |  1.4318181818181819  |  1.3636363636363638  |  1.3636363636363638  |   1.1931818181818183  |   1.1570247933884297  |   1.1570247933884297  |  1.590909090909091   |  1.2600000000000002  |         1.8          |   0.9600000000000002   |  1.2000000000000002  |   1.0956521739130436  |  1.7052631578947368  |  1.3090909090909093  |  1.4400000000000004  |  1.7052631578947368  |         0.675         |          0.9          |  1.7052631578947368  |   0.8400000000000002  |   0.9473684210526315   |   0.8796296296296295   |          0.95          |   1.4456521739130437   |          2.0          |  0.45238095238095244  |   1.0961538461538463  |  1.590909090909091   |  1.7309941520467835  |  1.251207729468599   |  0.22839506172839505  |   1.1990740740740742  |   0.8809523809523808  |  0.7708333333333334  |   0.9193548387096775  |  1.6625000000000003  |  1.4456521739130437  |  1.5833333333333337  |  1.4456521739130437  |  1.6625000000000003  |  1.4456521739130437  |         0.7125        |
|        Rule Power Factor         |  0.17608695652173917   |   0.1976284584980237   |   0.1391304347826087  |  0.034782608695652174  |   0.1391304347826087   |  0.034782608695652174  |  0.21739130434782608   |  0.2408026755852843  | 0.18115942028985507  |  0.11594202898550723   |  0.11594202898550723   | 0.18115942028985507  | 0.18115942028985507  |  0.12648221343873517  | 0.16007905138339923  | 0.16007905138339923  | 0.16007905138339923  |  0.16007905138339923  |  0.12648221343873517  |  0.12648221343873517  |  0.1976284584980237  | 0.10652173913043479  | 0.17608695652173917  |  0.034782608695652174  |  0.1391304347826087  |  0.10652173913043479  | 0.17608695652173917  |  0.1391304347826087  |  0.1391304347826087  | 0.17608695652173917  |  0.01956521739130435  |   0.0782608695652174  | 0.17608695652173917  |  0.10652173913043479  |  0.05434782608695652   |  0.06793478260869565   |  0.09782608695652174   |   0.1331521739130435   |  0.17391304347826086  |  0.010869565217391304 |  0.09782608695652174  |  0.1976284584980237  | 0.15458937198067632  | 0.11835748792270533  | 0.0024154589371980675 |  0.11835748792270533  |  0.08695652173913043  | 0.08695652173913043  |  0.09782608695652174  |  0.1331521739130435  |  0.1331521739130435  |  0.1331521739130435  |  0.1331521739130435  |  0.1331521739130435  |  0.1331521739130435  |  0.024456521739130436 |
|         Sebag-Schoenauer         |          9.0           |          10.0          |          4.0          |   0.6666666666666666   |          4.0           |   0.6666666666666666   |          inf           |         12.0         |         5.0          |          2.0           |          2.0           |         5.0          |         5.0          |   2.6666666666666665  |         4.5          |         4.5          |         4.5          |          4.5          |   2.6666666666666665  |   2.6666666666666665  |         10.0         |  2.3333333333333335  |         9.0          |   0.6666666666666666   |         4.0          |   2.3333333333333335  |         9.0          |         4.0          |         4.0          |         9.0          |  0.42857142857142855  |          1.5          |         9.0          |   2.3333333333333335  |          1.0           |   1.6666666666666667   |          3.0           |   7.000000000000001    |          inf          |   0.3333333333333333  |          3.0          |         10.0         |         8.0          |  3.5000000000000004  |         0.125         |   3.5000000000000004  |          2.0          |         2.0          |          3.0          |  7.000000000000001   |  7.000000000000001   |  7.000000000000001   |  7.000000000000001   |  7.000000000000001   |  7.000000000000001   |          0.6          |
|              Yule Q              |   0.7790697674418604   |   0.7647058823529412   |  0.43589743589743596  |  -0.25274725274725285  |  0.43589743589743596   |  -0.03448275862068965  |          1.0           |  0.8545454545454545  |  0.5555555555555556  |  0.043478260869565154  |  -0.02222222222222219  |  0.5555555555555556  |  0.5116279069767441  |  -0.3846153846153846  |  0.5428571428571428  |         0.5          |         0.5          |   0.3469387755102042  |   0.2235294117647059  |   0.2235294117647059  |  0.7647058823529412  |  0.3023255813953488  |         0.8          |  -0.03448275862068965  |  0.3333333333333333  |  0.13750000000000004  |  0.7790697674418604  | 0.43589743589743596  |  0.5238095238095237  |  0.7790697674418604  |  -0.3023255813953488  |  -0.14285714285714282 |  0.7790697674418604  |  -0.36363636363636354 |  -0.0555555555555556   |  -0.1911764705882354   |  -0.11111111111111115  |        0.640625        |          1.0          |  -0.5750000000000001  |  0.16129032258064516  |  0.7647058823529412  |  0.7668711656441717  | 0.36111111111111116  |  -0.7668711656441717  |  0.30935251798561153  |  -0.2173913043478261  | -0.5238095238095237  |  -0.19230769230769224 |  0.726027397260274   |       0.640625       |         0.7          |       0.640625       |  0.726027397260274   |       0.640625       |  -0.2987012987012987  |
|              Yule Y              |   0.4788566825845628   |   0.4650422192228214   |   0.2294201441430301  |  -0.12845900816432376  |   0.2294201441430301   | -0.017246507621122797  |          1.0           |  0.5624316231027362  | 0.30333704529042343  |  0.021749413847885337  | -0.011112483192029945  | 0.30333704529042343  | 0.27518607255353034  |  -0.19999999999999993 |  0.2950591098211507  |  0.2679491924311227  |  0.2679491924311227  |  0.17902934280563362  |  0.11319680479832016  |  0.11319680479832016  |  0.4650422192228214  |  0.154784379704739   |  0.5000000000000001  | -0.017246507621122797  |  0.1715728752538099  |  0.06907805976089772  |  0.4788566825845628  |  0.2294201441430301  | 0.28285965272742564  |  0.4788566825845628  |   -0.154784379704739  |  -0.07179676972449078 |  0.4788566825845628  |  -0.18826230851010037 | -0.027799244388571516  |  -0.09647797047223333  |  -0.05572809000084124  |   0.3623744024092083   |          1.0          |  -0.3162549415692547  |  0.08117658368865827  |  0.4650422192228214  |  0.4670914028401907  | 0.18685994898545874  |  -0.4670914028401907  |  0.15856527593333847  |  -0.11001113587127034 | -0.28285965272742564 |  -0.09705967113077053 | 0.43019619637651824  |  0.3623744024092083  | 0.40836736735102147  |  0.3623744024092083  | 0.43019619637651824  |  0.3623744024092083  |  -0.15283946593498507 |
|         Weighted Support         |  0.21739130434782608   |   0.2391304347826087   |  0.21739130434782608  |  0.21739130434782608   |  0.21739130434782608   |  0.21739130434782608   |  0.21739130434782608   |  0.2826086956521739  |  0.2608695652173913  |   0.2608695652173913   |   0.2608695652173913   |  0.2608695652173913  |  0.2608695652173913  |   0.2391304347826087  |  0.2391304347826087  |  0.2391304347826087  |  0.2391304347826087  |   0.2391304347826087  |   0.2391304347826087  |   0.2391304347826087  |  0.2391304347826087  | 0.21739130434782608  | 0.21739130434782608  |  0.21739130434782608   | 0.21739130434782608  |  0.21739130434782608  | 0.21739130434782608  | 0.21739130434782608  | 0.21739130434782608  | 0.21739130434782608  |  0.21739130434782608  |  0.21739130434782608  | 0.21739130434782608  |  0.21739130434782608  |  0.21739130434782608   |  0.17391304347826086   |  0.17391304347826086   |  0.17391304347826086   |  0.17391304347826086  |  0.17391304347826086  |  0.17391304347826086  |  0.2391304347826087  |  0.1956521739130435  |  0.1956521739130435  |   0.1956521739130435  |   0.1956521739130435  |   0.1956521739130435  |  0.1956521739130435  |  0.17391304347826086  | 0.17391304347826086  | 0.17391304347826086  | 0.17391304347826086  | 0.17391304347826086  | 0.17391304347826086  | 0.17391304347826086  |  0.17391304347826086  |
|      Weighted Rule Support       |   0.1956521739130435   |  0.21739130434782608   |  0.17391304347826086  |  0.08695652173913043   |  0.17391304347826086   |  0.08695652173913043   |  0.21739130434782608   |  0.2608695652173913  | 0.21739130434782608  |  0.17391304347826086   |  0.17391304347826086   | 0.21739130434782608  | 0.21739130434782608  |  0.17391304347826086  |  0.1956521739130435  |  0.1956521739130435  |  0.1956521739130435  |   0.1956521739130435  |  0.17391304347826086  |  0.17391304347826086  | 0.21739130434782608  | 0.15217391304347827  |  0.1956521739130435  |  0.08695652173913043   | 0.17391304347826086  |  0.15217391304347827  |  0.1956521739130435  | 0.17391304347826086  | 0.17391304347826086  |  0.1956521739130435  |  0.06521739130434782  |  0.13043478260869565  |  0.1956521739130435  |  0.15217391304347827  |  0.10869565217391304   |  0.10869565217391304   |  0.13043478260869565   |  0.15217391304347827   |  0.17391304347826086  |  0.043478260869565216 |  0.13043478260869565  | 0.21739130434782608  | 0.17391304347826086  | 0.15217391304347827  |  0.021739130434782608 |  0.15217391304347827  |  0.13043478260869565  | 0.13043478260869565  |  0.13043478260869565  | 0.15217391304347827  | 0.15217391304347827  | 0.15217391304347827  | 0.15217391304347827  | 0.15217391304347827  | 0.15217391304347827  |  0.06521739130434782  |
|       Weighted Confidence        |          0.9           |   0.9090909090909091   |          0.8          |          0.4           |          0.8           |          0.4           |          1.0           |  0.9230769230769231  |  0.8333333333333334  |   0.6666666666666666   |   0.6666666666666666   |  0.8333333333333334  |  0.8333333333333334  |   0.7272727272727272  |  0.8181818181818182  |  0.8181818181818182  |  0.8181818181818182  |   0.8181818181818182  |   0.7272727272727272  |   0.7272727272727272  |  0.9090909090909091  |  0.7000000000000001  |         0.9          |          0.4           |         0.8          |   0.7000000000000001  |         0.9          |         0.8          |         0.8          |         0.9          |          0.3          |          0.6          |         0.9          |   0.7000000000000001  |          0.5           |         0.625          |          0.75          |   0.8750000000000001   |          1.0          |          0.25         |          0.75         |  0.9090909090909091  |  0.8888888888888888  |  0.7777777777777778  |   0.1111111111111111  |   0.7777777777777778  |   0.6666666666666666  |  0.6666666666666666  |          0.75         |  0.8750000000000001  |  0.8750000000000001  |  0.8750000000000001  |  0.8750000000000001  |  0.8750000000000001  |  0.8750000000000001  |         0.375         |
|          Weighted Lift           |   1.4785714285714284   |   1.3939393939393938   |   1.2266666666666668  |          0.8           |   1.2266666666666668   |   0.968421052631579    |          1.84          |  1.5164835164835164  |  1.277777777777778   |   1.0222222222222224   |   0.989247311827957    |  1.277777777777778   |  1.2365591397849462  |   0.8803827751196172  |  1.2978056426332287  |  1.2545454545454544  |  1.2545454545454544  |   1.140495867768595   |   1.115151515151515   |   1.115151515151515   |  1.3939393939393938  |  1.1925925925925926  |  1.5333333333333334  |   0.968421052631579    |         1.15         |   1.0733333333333335  |  1.4785714285714284  |  1.2266666666666668  |  1.314285714285714   |  1.4785714285714284  |   0.7263157894736842  |          0.92         |  1.4785714285714284  |   0.8702702702702703  |   0.9583333333333333   |       0.8984375        |   0.9583333333333334   |   1.3416666666666668   |   1.7037037037037035  |          0.5          |        1.078125       |  1.3939393939393938  |  1.5144032921810697  |  1.1925925925925926  |  0.26900584795321636  |   1.1541218637992832  |   0.9019607843137255  |  0.807017543859649   |   0.9324324324324323  |  1.4907407407407407  |  1.3416666666666668  |  1.4375000000000002  |  1.3416666666666668  |  1.4907407407407407  |  1.3416666666666668  |          0.75         |
|     Statistical Significance     | 3.307360977760006e-20  | 1.2695516754390084e-11 | 5.881721044490079e-11 | 8.645488234574563e-05  | 0.00012900701772703254 | 0.00014206495361291784 | 0.00012900701772703254 | 0.028906693711652737 | 0.034152581841358574 |  0.03696853199480488   |  0.05616551825147093   | 0.03696853199480488  | 0.15365957977368763  |  0.03201350714376356  | 0.13486420184353348  |  0.0639669812162512  | 0.09821575648998748  |   0.2038045726742631  |  0.020380732538517875 |  0.17827356782188405  | 0.09436117893852618  | 0.08841344845229876  | 0.04251549399687995  |  0.08841344845229876   | 0.08841344845229876  |  0.08841344845229876  | 0.08465291959340143  | 0.20873564773067615  |  0.2118091789158683  |  0.2118091789158683  |  0.08841344845229876  |  0.22747304042055552  | 0.11990291518463034  |  0.04251549399687995  |   0.2118091789158683   | 7.915550760172366e-10  | 1.4950971225233383e-06 | 0.00018224744162762018 | 0.0006631093316016887 | 0.0014807465170170477 | 0.0007002349983367375 | 0.012257758878062176 | 0.057238093973180165 | 0.18821765626293507  |  0.19745195601455087  |  0.026310657233270477 |  0.11515489692645627  | 0.19745195601455087  |  0.19738229108752764  | 0.19738229108752764  | 0.15116816774809186  | 0.15116816774809186  | 0.11122416604941741  | 0.11122416604941741  | 0.08210600402091564  |  0.19738229108752764  |
|           FleBiC Score           | 2.2909007228439772e-20 | 8.186625344941816e-12  | 1.583614642748637e-11 | 1.4979209145340708e-05 | 3.443192943350753e-05  | 1.558056567272153e-05  | 0.00018891811130819852 | 0.030562433971136116 | 0.013852820846691871 |  0.004087219166517313  |  0.006138143707565189  | 0.014995014229613999 | 0.05322873696066331  | 0.0074907441986568745 | 0.051922537151480326 | 0.021164776480029457 |  0.0324966802153777  |   0.0410322558037463  | 0.0031450582891683282 |  0.027510334143200643 | 0.06040590375324475  | 0.017090993973335206 | 0.032324438234066645 |  0.009489271950905752  |  0.0170264286455372  |  0.011060252199067104 |  0.0578426861919378  | 0.05522224966287275  | 0.07551397691789065  | 0.14472757617160287  |  0.01685895641784121  |  0.029022445632908057 |   0.08192873594715   |  0.009405770895848566 |  0.023324980687838004  | 1.1435024594467111e-10 | 1.829516264855331e-07  | 6.913165265503226e-05  | 0.0006439218129470842 | 0.0006118840367146457 |  9.0207363073578e-05  | 0.007846881645057476 | 0.036609132313575134 | 0.03903189350840969  |  0.12542988694257876  |  0.004701462125647252 |  0.016995442429917965 | 0.07090986096906417  |  0.026272534425699687 | 0.10401498180818704  | 0.05698809723902165  | 0.07148232093133725  | 0.041929816869354083 | 0.05861204439627642  | 0.03095271319851335  |  0.03605482159461772  |
+----------------------------------+------------------------+------------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+----------------------+----------------------+------------------------+------------------------+----------------------+----------------------+-----------------------+----------------------+----------------------+----------------------+-----------------------+-----------------------+-----------------------+----------------------+----------------------+----------------------+------------------------+----------------------+-----------------------+----------------------+----------------------+----------------------+----------------------+-----------------------+-----------------------+----------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+-----------------------+-----------------------+-----------------------+----------------------+----------------------+----------------------+-----------------------+-----------------------+-----------------------+----------------------+-----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+-----------------------+
