+----------------------------------+-----------------------+------------------------+------------------------+-----------------------+------------------------+-----------------------+------------------------+------------------------+------------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+------------------------+-----------------------+-----------------------+------------------------+----------------------+----------------------+----------------------+----------------------+-----------------------+-----------------------+----------------------+
|              Metric              |           P1          |           P2           |           P3           |           P4          |           P5           |           P6          |           P7           |           P8           |           P9           |          P10          |          P11           |          P12           |          P13           |          P14           |          P15           |          P16          |          P17          |          P18           |         P19          |         P20          |         P21          |         P22          |          P23          |          P24          |         P25          |
|              Yule Q              |   0.6177474402730374   |   0.955706304868316    |   0.9267100977198698   |   0.7412731006160165  |          1.0           |   0.8520547945205481   |          1.0           |   0.7978723404255319   |   0.7719528178243774  |   0.9285714285714285  |          1.0           |          1.0          |   0.6984924623115578  |  0.40425531914893614  |   0.7978723404255319  |   0.3912009512485137  |   0.9285714285714285  |          1.0          |   0.7812499999999999  |   0.6847290640394089  |         1.0          |   0.6847290640394089  |   0.6847290640394089  |   0.6847290640394089  |         1.0          |
|              Yule Y              |   0.3458103139080956   |   0.7383837104257942   |   0.673590313636406    |   0.4435564450830203  |          1.0           |   0.5592919616170807   |          1.0           |   0.4977908497862832   |   0.471946161696743   |   0.6772190444071822  |          1.0           |          1.0          |  0.40713766222055264  |   0.2111383936626655  |   0.4977908497862832  |  0.20371810383993694  |   0.6772190444071822  |          1.0          |   0.4810006257824728  |  0.39607240236506874  |         1.0          |  0.39607240236506874  |  0.39607240236506874  |  0.39607240236506874  |         1.0          |
|         Weighted Support         |  0.13445378151260504   |  0.13445378151260504   |  0.10084033613445378   |  0.09663865546218488  |  0.06302521008403361   |  0.06302521008403361   |   0.0546218487394958   |  0.05042016806722689   |  0.046218487394957986 |  0.04201680672268908  |  0.037815126050420166  |  0.037815126050420166 |  0.037815126050420166 |   0.0546218487394958  |  0.05042016806722689  |  0.046218487394957986 |  0.04201680672268908  |  0.037815126050420166 |  0.01680672268907563  |  0.012605042016806723 | 0.012605042016806723 |  0.012605042016806723 |  0.012605042016806723 |  0.012605042016806723 | 0.012605042016806723 |
|      Weighted Rule Support       |  0.07563025210084033   |  0.12184873949579832   |  0.08823529411764706   |  0.008403361344537815 |  0.06302521008403361   |  0.05042016806722689   |   0.0546218487394958   |  0.037815126050420166  |  0.03361344537815126  |  0.037815126050420166 |  0.037815126050420166  |  0.037815126050420166 |  0.025210084033613446 |  0.025210084033613446 |  0.037815126050420166 |  0.012605042016806723 |  0.037815126050420166 |  0.037815126050420166 |  0.012605042016806723 |  0.008403361344537815 | 0.012605042016806723 |  0.008403361344537815 |  0.008403361344537815 |  0.008403361344537815 | 0.012605042016806723 |
|       Weighted Confidence        |         0.5625         |        0.90625         |         0.875          |  0.08695652173913043  |          1.0           |          0.8           |          1.0           |   0.7499999999999999   |   0.7272727272727272  |   0.8999999999999999  |          1.0           |          1.0          |   0.6666666666666667  |  0.46153846153846156  |   0.7499999999999999  |   0.2727272727272727  |   0.8999999999999999  |          1.0          |          0.75         |   0.6666666666666666  |         1.0          |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |         1.0          |
|          Weighted Lift           |   2.028409090909091    |   3.2679924242424243   |   3.1553030303030303   |   4.139130434782608   |   3.606060606060606    |   2.8848484848484848   |   3.606060606060606    |   2.704545454545454    |   2.6225895316804406  |   3.2454545454545447  |   3.6060606060606055   |   3.6060606060606055  |   2.404040404040404   |   1.6643356643356642  |   2.704545454545454   |   1.8545454545454545  |   3.2454545454545447  |   3.6060606060606055  |   2.7045454545454546  |   2.404040404040404   |  3.606060606060606   |   2.404040404040404   |   2.404040404040404   |   2.404040404040404   |  3.606060606060606   |
|     Statistical Significance     |  7.23951094379659e-06  | 2.685984879454952e-06  |  0.045040859255362276  |   0.1670535029279249  | 6.661841511403721e-09  | 2.677625946991984e-10  | 1.4270332698462466e-08 | 0.00017732105952426673 |  0.02259329008010968  |  0.001087623692157573 | 4.905457083137821e-05  | 0.0008638598628228784 | 6.291365791383894e-05 |  0.017304175632561175 |  0.022269808304596926 | 0.0020147565545825252 |   0.1017316841240476  |  0.006464660750698882 |  0.10344952103571575  |  0.04222372297696894  | 0.010775431950064097 |  0.07944689077521916  |   0.0800148870574391  |  0.010165940356867388 | 0.06704798049428443  |
|           FleBiC Score           | 1.4593255312156232e-05 | 2.5033274781123056e-05 |   0.2756618566670837   |   0.1342071074249636  | 3.5938986585724835e-08 |  7.73217759633259e-10  | 6.640491346565208e-08  | 0.00033923119607987635 |  0.036283180539142326 | 0.0029177038997000625 | 0.00015743614270665078 | 0.0027724789420629286 | 6.475969852521111e-05 | 0.0072444300000462925 |  0.042325781284660115 | 0.0006206074797555555 |  0.27163793989445456  |  0.020666927073897105 |  0.07338477811587465  |  0.018574677764980927 | 0.012371875975334103 |  0.03395647045425045  |  0.03419923828049422  |  0.004345034147960808 | 0.07614343591831223  |
+----------------------------------+------------------------+------------------------+------------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+-----------------------+-----------------------+------------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+----------------------+
+----------------------------------+-----------------------+------------------------+------------------------+----------------------+------------------------+-----------------------+------------------------+------------------------+----------------------+------------------------+-----------------------+------------------------+-----------------------+-----------------------+------------------------+-----------------------+------------------------+-----------------------+----------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+-----------------------+
|              Metric              |           P1          |           P2           |           P3           |          P4          |           P5           |           P6          |           P7           |           P8           |          P9          |          P10           |          P11          |          P12           |          P13          |          P14          |          P15           |          P16          |          P17           |          P18          |         P19          |          P20          |         P21          |          P22          |          P23          |          P24          |          P25          |
+----------------------------------+-----------------------+------------------------+------------------------+----------------------+------------------------+-----------------------+------------------------+------------------------+----------------------+------------------------+-----------------------+------------------------+-----------------------+-----------------------+------------------------+-----------------------+------------------------+-----------------------+----------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+-----------------------+
|  Outcome selected for analysis   |          0.0          |          0.0           |          0.0           |         0.0          |          0.0           |          0.0          |          0.0           |          0.0           |         0.0          |          0.0           |          0.0          |          0.0           |          0.0          |          0.0          |          0.0           |          0.0          |          0.0           |          0.0          |         0.0          |          0.0          |         0.0          |          0.0          |          0.0          |          0.0          |          0.0          |
|         Information Gain         |  0.045957860317063566 |  0.32411014703657787   |  0.26819472619899287   | 0.028301022627582946 |  0.24812695366340276   |  0.19543337110321968  |  0.21961624514302827   |  0.14936810093509928   |  0.1324690381072543  |  0.24348418572219513   |  0.15239339297919927  |   0.3421272997524792   |  0.09564092485839801  |  0.029408416848030968 |  0.14936810093509928   |  0.026155359159393543 |  0.24348418572219513   |  0.22719864597555645  | 0.11158668580329824  |  0.07346346388006773  |  0.2634960412644533  |  0.07346346388006773  |  0.07346346388006773  |  0.07346346388006773  |  0.07346346388006773  |
|           Chi-squared            |    9.67178644545833   |   70.40178958027474    |   49.06586243809514    |  4.769324648589269   |   32.87511071348755    |   26.172730959113046  |   26.397261914300074   |    17.0875788612804    |  14.21480229452125   |   23.807867742455276   |   14.085933888110388  |   28.378210347124565   |   8.797895693515194   |   3.366270126258764   |    17.0875788612804    |    2.64148350049223   |   23.807867742455276   |   20.61270543931351   |  5.501129376993405   |   2.8577561898084816  |  9.217886765236205   |   2.8577561898084816  |   2.8577561898084816  |   2.8577561898084816  |   2.8577561898084816  |
|            Gini index            |  0.015153427161841315 |  0.11030313753142595   |  0.07687473010094648   | 0.00747241619540806  |  0.051507609110645225  |  0.04100654769953349  |  0.04135833518927945   |  0.026772239348628712  | 0.022271270401255983 |  0.037301360172552034  |  0.022069363750295112 |  0.04446201804636574   |  0.013784244753642483 |  0.005274157928631618 |  0.026772239348628712  |  0.004138586811199718 |  0.037301360172552034  |  0.03229528818120275  | 0.008618983038162553 |  0.004477435529906537 | 0.014442272528535693 |  0.004477435529906537 |  0.004477435529906537 |  0.004477435529906537 |  0.004477435529906537 |
|      Difference in Support       |  0.15926522109648705  |   0.429694157750213    |   0.3166366821323739   | 0.09686582709970648  |  0.20916579869330557   |   0.1866300539721617  |   0.1752674936085598   |  0.13578259634504306   |  0.1188334438026702  |  0.14695578070258497   |  0.10747088343906826  |  0.15254237288135591   |  0.08493513871792444  |  0.06258877000284063  |  0.13578259634504306   |  0.05122620963923872  |  0.14695578070258497   |   0.1300066281602121  | 0.04526086544834769  |  0.028311712905974812 | 0.05084745762711864  |  0.028311712905974812 |  0.028311712905974812 |  0.028311712905974812 |  0.028311712905974812 |
|          Bigger Support          |   0.2542372881355932  |   0.4576271186440678   |  0.33898305084745767   | 0.16949152542372883  |  0.22033898305084745   |  0.20338983050847456  |   0.1864406779661017   |  0.15254237288135591   | 0.13559322033898305  |  0.15254237288135591   |  0.11864406779661016  |  0.15254237288135591   |  0.10169491525423728  |  0.10169491525423728  |  0.15254237288135591   |  0.08474576271186442  |  0.15254237288135591   |  0.13559322033898305  | 0.05084745762711864  |  0.03389830508474576  | 0.05084745762711864  |  0.03389830508474576  |  0.03389830508474576  |  0.03389830508474576  |  0.03389830508474576  |
|            Confidence            |        0.46875        |        0.84375         |   0.8333333333333334   |  0.4347826086956522  |   0.8666666666666667   |          0.8          |   0.8461538461538461   |   0.7499999999999999   |  0.7272727272727272  |   0.8999999999999999   |   0.7777777777777778  |          1.0           |   0.6666666666666667  |  0.46153846153846156  |   0.7499999999999999   |   0.4545454545454546  |   0.8999999999999999   |   0.888888888888889   |         0.75         |   0.6666666666666666  |         1.0          |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |
|          All-Confidence          |   0.2542372881355932  |   0.4576271186440678   |  0.33898305084745767   | 0.16949152542372883  |  0.22033898305084745   |  0.20338983050847456  |   0.1864406779661017   |  0.15254237288135591   | 0.13559322033898305  |  0.15254237288135591   |  0.11864406779661016  |  0.15254237288135591   |  0.10169491525423728  |  0.10169491525423728  |  0.15254237288135591   |  0.08474576271186442  |  0.15254237288135591   |  0.13559322033898305  | 0.05084745762711864  |  0.03389830508474576  | 0.05084745762711864  |  0.03389830508474576  |  0.03389830508474576  |  0.03389830508474576  |  0.03389830508474576  |
|               Lift               |   1.8908898305084745  |   3.403601694915254    |   3.361581920903955    |  1.7538688282977157  |   3.4960451977401132   |   3.227118644067797   |   3.4132985658409387   |   3.025423728813559    |  2.933744221879815   |   3.6305084745762706   |   3.1374764595103577  |   4.033898305084746    |   2.689265536723164   |   1.861799217731421   |   3.025423728813559    |   1.8335901386748843  |   3.6305084745762706   |   3.5856873822975515  |  3.0254237288135593  |   2.6892655367231635  |  4.033898305084746   |   2.6892655367231635  |   2.6892655367231635  |   2.6892655367231635  |   2.6892655367231635  |
|        Standardised Lift         |  0.45161290322580644  |   0.8387096774193548   |   0.8260869565217392   | 0.40909090909090917  |   0.8571428571428572   |   0.7857142857142858  |   0.8333333333333334   |   0.7272727272727272   |         0.7          |   0.8888888888888887   |          0.75         |          1.0           |   0.6250000000000001  |   0.4166666666666667  |   0.7272727272727272   |  0.39999999999999997  |   0.8888888888888887   |   0.8749999999999999  |  0.6666666666666666  |  0.49999999999999994  |         1.0          |  0.49999999999999994  |  0.49999999999999994  |  0.49999999999999994  |  0.49999999999999994  |
|       Collective Strength        |   1.241300282580828   |   1.4001066002485667   |   1.2859631447908761   |  1.1574327897520786  |   1.1777262742989607   |    1.16566782205128   |   1.1495040852460081   |   1.1237097709761517   |  1.1099708099891858  |   1.119850977620371    |   1.0945428203578722  |   1.1179209674505166   |    1.08285374681155   |   1.0898394598487187  |   1.1237097709761517   |   1.074541346326022   |   1.119850977620371    |   1.1062318939041944  |  1.0398882042678634  |   1.026959353754003   |  1.0382996856007987  |   1.026959353754003   |   1.026959353754003   |   1.026959353754003   |   1.026959353754003   |
|              Cosine              |   0.3452154817118712  |   0.6213878670813683   |   0.5314940034527339   |  0.2714626448989516  |   0.4369902195443293   |   0.4033755872716886  |   0.3971869795707654   |   0.338240712601273    |  0.3140274687915438  |   0.3705241363166782   |  0.30377412562192235  |   0.3905667329424716   |  0.26037782196164777  |  0.21664744340223566  |   0.338240712601273    |   0.1962671679947149  |   0.3705241363166782   |   0.347170429282197   | 0.19528336647123581  |  0.15032920560056576  | 0.22549380840084868  |  0.15032920560056576  |  0.15032920560056576  |  0.15032920560056576  |  0.15032920560056576  |
|         Interestingness          |  0.11914217020307623  |   0.3859388315395949   |  0.28238613491258924   | 0.07367895790680051  |  0.19091662587268207   |  0.16267739398850267  |  0.15772686097216707   |  0.11438860190137867   | 0.09859932371389594  |  0.13726632228165442   |  0.09226731569995894  |   0.1525181358685049   |  0.06778942883235048  |  0.046931143037781106 |  0.11438860190137867   |   0.0385174009783375  |  0.13726632228165442   |  0.12051028453920619  | 0.03813357346926806  |  0.02259807213014817  | 0.05084476462569075  |  0.02259807213014817  |  0.02259807213014817  |  0.02259807213014817  |  0.02259807213014817  |
|        Comprehensibility         |          0.5          |          0.5           |          0.5           |         0.5          |  0.43067655807339306   |  0.43067655807339306  |  0.43067655807339306   |  0.43067655807339306   | 0.43067655807339306  |  0.43067655807339306   |  0.43067655807339306  |  0.43067655807339306   |  0.43067655807339306  |          0.5          |          0.5           |          0.5          |          0.5           |          0.5          | 0.43067655807339306  |   0.3868528072345416  |  0.3868528072345416  |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  |
|           Completeness           |   0.2542372881355932  |   0.4576271186440678   |  0.33898305084745767   | 0.16949152542372883  |  0.22033898305084745   |  0.20338983050847456  |   0.1864406779661017   |  0.15254237288135591   | 0.13559322033898305  |  0.15254237288135591   |  0.11864406779661016  |  0.15254237288135591   |  0.10169491525423728  |  0.10169491525423728  |  0.15254237288135591   |  0.08474576271186442  |  0.15254237288135591   |  0.13559322033898305  | 0.05084745762711864  |  0.03389830508474576  | 0.05084745762711864  |  0.03389830508474576  |  0.03389830508474576  |  0.03389830508474576  |  0.03389830508474576  |
|           Added Value            |  0.22085084033613445  |   0.5958508403361344   |   0.5854341736694678   | 0.18688344903178666  |   0.6187675070028011   |   0.5521008403361345  |   0.5982546864899806   |   0.5021008403361343   | 0.47937356760886163  |   0.6521008403361344   |   0.5298786181139122  |   0.7521008403361344   |   0.4187675070028012  |   0.213639301874596   |   0.5021008403361343   |  0.20664629488158903  |   0.6521008403361344   |   0.6409897292250234  |  0.5021008403361344  |   0.4187675070028011  |  0.7521008403361344  |   0.4187675070028011  |   0.4187675070028011  |   0.4187675070028011  |   0.4187675070028011  |
|        Casual Confidence         |  0.27078276699029125  |  0.48740898058252424   |   0.4633956386292835   |  0.2406471183013145  |   0.4624813153961136   |   0.4269058295964126  |   0.4475213675213675   |   0.3949115044247787   | 0.38125750901081296  |   0.4697368421052631   |   0.4041727316836487  |   0.519650655021834    |  0.34643377001455605  |  0.24410256410256412  |   0.3949115044247787   |  0.23828594313175813  |   0.4697368421052631   |   0.4619116933527414  |  0.3814102564102564  |   0.3375886524822695  |  0.5063829787234042  |   0.3375886524822695  |   0.3375886524822695  |   0.3375886524822695  |   0.3375886524822695  |
|          Casual Support          |   0.7436974789915967  |   0.8445378151260504   |   0.8193277310924371   |  0.7394957983193277  |   0.7983193277310925   |   0.7899159663865547  |   0.7899159663865547   |   0.7773109243697479   |  0.773109243697479   |   0.7857142857142857   |   0.773109243697479   |   0.7899159663865546   |   0.7647058823529412  |   0.7478991596638656  |   0.7773109243697479   |   0.7478991596638656  |   0.7857142857142857   |   0.7815126050420168  |  0.7605042016806722  |   0.7563025210084033  |  0.7647058823529411  |   0.7563025210084033  |   0.7563025210084033  |   0.7563025210084033  |   0.7563025210084033  |
|         Certainty Factor         |  0.29364525139664804  |   0.7922486033519553   |   0.7783985102420857   | 0.24848190429924708  |   0.8227188081936686   |   0.7340782122905029  |   0.7954447786850022   |   0.6675977653631283   |  0.6373793803961401  |   0.8670391061452513   |   0.7045313469894475  |          1.0           |   0.5567970204841715  |  0.28405672539750754  |   0.6675977653631283   |   0.2747587607922804  |   0.8670391061452513   |   0.8522656734947238  |  0.6675977653631285  |   0.5567970204841712  |         1.0          |   0.5567970204841712  |   0.5567970204841712  |   0.5567970204841712  |   0.5567970204841712  |
|            Conviction            |   1.4157192288680178  |   4.813445378151259    |   4.512605042016807    |  1.3306399482870073  |   5.640756302521009    |   3.7605042016806722  |   4.888655462184874    |   3.008403361344538    |  2.757703081232493   |   7.521008403361345    |   3.384453781512605   |          inf           |   2.2563025210084033  |   1.3967587034813926  |   3.008403361344538    |   1.3788515406162465  |   7.521008403361345    |    6.76890756302521   |  3.008403361344538   |   2.2563025210084033  |         inf          |   2.2563025210084033  |   2.2563025210084033  |   2.2563025210084033  |   2.2563025210084033  |
|        Coverage (Support)        |  0.13445378151260504  |  0.13445378151260504   |  0.10084033613445378   | 0.09663865546218488  |  0.06302521008403361   |  0.06302521008403361  |   0.0546218487394958   |  0.05042016806722689   | 0.046218487394957986 |  0.04201680672268908   |  0.037815126050420166 |  0.037815126050420166  |  0.037815126050420166 |   0.0546218487394958  |  0.05042016806722689   |  0.046218487394957986 |  0.04201680672268908   |  0.037815126050420166 | 0.01680672268907563  |  0.012605042016806723 | 0.012605042016806723 |  0.012605042016806723 |  0.012605042016806723 |  0.012605042016806723 |  0.012605042016806723 |
| Descriptive Confirmed Confidence |        -0.0625        |         0.6875         |   0.6666666666666667   | -0.13043478260869557 |   0.7333333333333334   |   0.6000000000000001  |   0.6923076923076923   |   0.4999999999999999   |  0.4545454545454545  |   0.7999999999999999   |   0.5555555555555556  |          1.0           |  0.33333333333333337  |  -0.07692307692307687 |   0.4999999999999999   |  -0.09090909090909083 |   0.7999999999999999   |   0.7777777777777778  |         0.5          |   0.3333333333333333  |         1.0          |   0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333  |
|    Difference of Proportions     |  0.25515776699029125  |   0.6884101941747574   |   0.6510903426791278   |  0.2068756319514662  |   0.6603886397608371   |   0.5892376681614351  |   0.6328205128205128   |   0.5287610619469025   |  0.5026031237484981  |   0.6807017543859648   |   0.5507035419699176  |   0.7816593886462881   |  0.43522561863173226  |   0.225982905982906   |   0.5287610619469025   |   0.2166599919903885  |   0.6807017543859648   |   0.666181465308103   |  0.5106837606837606  |   0.4241134751773049  |  0.7617021276595745  |   0.4241134751773049  |   0.4241134751773049  |   0.4241134751773049  |   0.4241134751773049  |
|   Example and Counter Example    |  -0.1333333333333333  |   0.8148148148148149   |          0.8           | -0.2999999999999999  |   0.8461538461538461   |   0.7500000000000001  |   0.8181818181818182   |   0.6666666666666666   |        0.625         |   0.888888888888889    |   0.7142857142857143  |          1.0           |          0.5          |  -0.16666666666666663 |   0.6666666666666666   |  -0.19999999999999993 |   0.888888888888889    |         0.875         |  0.6666666666666667  |          0.5          |         1.0          |          0.5          |          0.5          |          0.5          |          0.5          |
|         Imbalance Ratio          |  0.35526315789473684  |  0.42187499999999994   |   0.5555555555555555   |  0.5000000000000001  |   0.721311475409836    |   0.7096774193548387  |   0.7540983606557377   |   0.7580645161290324   |  0.7741935483870968  |   0.8166666666666665   |   0.8196721311475409  |   0.847457627118644    |   0.806451612903226   |   0.696969696969697   |   0.7580645161290324   |   0.7384615384615385  |   0.8166666666666665   |   0.8333333333333335  |  0.9166666666666667  |   0.9333333333333332  |  0.9491525423728814  |   0.9333333333333332  |   0.9333333333333332  |   0.9333333333333332  |   0.9333333333333332  |
|  Fisher's Exact Test (p-value)   | 0.0029101494606685874 | 1.4876988529977098e-14 | 2.2765689333681394e-10 | 0.031185798210024984 | 3.0823352359377054e-07 | 5.156358815150419e-06 | 5.156358815150419e-06  | 0.00024727341026986593 | 0.000834925829031774 | 1.7427148008120064e-05 | 0.0010087745595278585 | 2.1689222248211237e-06 |  0.00831882166223441  |  0.07171901474751285  | 0.00024727341026986593 |  0.10610483459289688  | 1.7427148008120064e-05 | 7.068134780041646e-05 | 0.04813566687111148  |   0.1526965216466334  | 0.014652696521646691 |   0.1526965216466334  |   0.1526965216466334  |   0.1526965216466334  |   0.1526965216466334  |
|         Hyper Confidence         |   0.9970898505393314  |   0.9999999999999851   |   0.9999999997723431   |  0.968814201789975   |   0.9999996917664764   |   0.9999948436411848  |   0.9999948436411848   |   0.9997527265897301   |  0.9991650741709682  |   0.9999825728519919   |   0.9989912254404721  |   0.9999978310777752   |   0.9916811783377656  |   0.9282809852524871  |   0.9997527265897301   |   0.8938951654071031  |   0.9999825728519919   |   0.9999293186521996  |  0.9518643331288885  |   0.8473034783533666  |  0.9853473034783533  |   0.8473034783533666  |   0.8473034783533666  |   0.8473034783533666  |   0.8473034783533666  |
|            Hyper Lift            |          1.25         |          2.25          |   2.2222222222222223   |  1.1111111111111112  |   2.1666666666666665   |          2.0          |   1.8333333333333333   |          1.8           |         1.6          |          1.8           |          1.75         |          2.25          |          1.5          |          1.0          |          1.8           |          1.0          |          1.8           |          2.0          |         1.5          |          1.0          |         1.5          |          1.0          |          1.0          |          1.0          |          1.0          |
|   Laplace Corrected Confidence   |  0.41025641025641024  |   0.717948717948718    |   0.6774193548387096   | 0.36666666666666664  |   0.6363636363636364   |   0.5909090909090909  |          0.6           |   0.5263157894736842   |         0.5          |   0.5882352941176471   |          0.5          |         0.625          |         0.4375        |          0.35         |   0.5263157894736842   |   0.3333333333333333  |   0.5882352941176471   |         0.5625        | 0.36363636363636365  |          0.3          |         0.4          |          0.3          |          0.3          |          0.3          |          0.3          |
|            Importance            |  -0.05115252244738131 |   0.6690067809585755   |   0.6232492903979004   | -0.10473535052001298 |   0.6690067809585756   |   0.5118833609788743  |   0.6020599913279623   |   0.3979400086720376   |  0.3521825181113625  |   0.6989700043360187   |   0.4259687322722811  |          1.0           |  0.24303804868629442  |  -0.0579919469776868  |   0.3979400086720376   |  -0.06694678963061322 |   0.6989700043360187   |   0.6532125137753436  | 0.30102999566398114  |  0.17609125905568115  |  0.6020599913279623  |  0.17609125905568115  |  0.17609125905568115  |  0.17609125905568115  |  0.17609125905568115  |
|       Jaccard Coefficient        |  0.19736842105263158  |        0.421875        |  0.31746031746031755   | 0.13888888888888892  |  0.21311475409836067   |   0.1935483870967742  |   0.180327868852459    |  0.14516129032258063   | 0.12903225806451613  |  0.14999999999999997   |  0.11475409836065574  |  0.15254237288135594   |  0.09677419354838711  |  0.09090909090909091  |  0.14516129032258063   |  0.07692307692307693  |  0.14999999999999997   |  0.13333333333333333  |         0.05         |  0.03333333333333333  | 0.05084745762711864  |  0.03333333333333333  |  0.03333333333333333  |  0.03333333333333333  |  0.03333333333333333  |
|            J-Measure             |  0.006652866250197143 |  0.04600867858952431   |  0.033248591134902354  | 0.003475562372789764 |  0.023377423647149745  |  0.018403533420577885 |  0.01885100083945732   |  0.01215154488865789   | 0.010158552373524612 |  0.017493407646049793  |  0.010155824187090958 |  0.02290556516272819   |  0.006376513160600792 | 0.0025367536026694093 |  0.01215154488865789   |  0.002014312062071564 |  0.017493407646049793  |  0.015151515967954558 | 0.004050514962885965 | 0.0021255043868669294 | 0.007635188387576064 | 0.0021255043868669294 | 0.0021255043868669294 | 0.0021255043868669294 | 0.0021255043868669294 |
|              Kappa               |   0.1881221339894864  |   0.507549491108377    |  0.39522515069140796   | 0.12177121771217697  |  0.27887892942810255   |  0.24883221815427362  |   0.237277272144597    |  0.18524738405890706   | 0.16339018356984766  |   0.2036478152473427   |  0.15011241899219718  |  0.21306705462240458   |  0.11863510117709347  |   0.0847327265735161  |  0.18524738405890706   |  0.07043353729983066  |   0.2036478152473427   |  0.18158973680730087  | 0.06583115273378345  |  0.04152201083182881  | 0.07457297597555873  |  0.04152201083182881  |  0.04152201083182881  |  0.04152201083182881  |  0.04152201083182881  |
|             Klosgen              |  0.055444210932003385 |   0.2006924153320419   |  0.16970888858734137   | 0.03830737226478243  |  0.14461411940422284   |   0.1239711279547774  |  0.12861569635411246   |  0.09763909029136592   | 0.08788820578841902  |   0.1268082578512133   |  0.09087343330380371  |  0.14625436955777826   |  0.06649058028716975  |  0.033920972654864316 |  0.09763909029136592   |  0.029951884099310034 |   0.1268082578512133   |  0.11751886427821982  |  0.0563719550631503  |  0.038388354427371874 | 0.08443999963434229  |  0.038388354427371874 |  0.038388354427371874 |  0.038388354427371874 |  0.038388354427371874 |
|            Kulczynski            |   0.3614936440677966  |   0.650688559322034    |   0.5861581920903955   |  0.3021370670596905  |   0.5435028248587571   |   0.5016949152542373  |   0.516297262059974    |   0.4512711864406779   |  0.4314329738058551  |   0.5262711864406779   |   0.448210922787194   |   0.576271186440678    |   0.384180790960452   |   0.2816166883963494  |   0.4512711864406779   |   0.2696456086286595  |   0.5262711864406779   |   0.512241054613936   |  0.4004237288135593  |   0.3502824858757062  |  0.5254237288135594  |   0.3502824858757062  |   0.3502824858757062  |   0.3502824858757062  |   0.3502824858757062  |
|     Goodman-Kruskal's Lambda     |  0.19730941704035876  |   0.1516587677725118   |  0.17889908256880732   | 0.21491228070175442  |  0.20444444444444443   |  0.20796460176991147  |  0.21145374449339202   |  0.21834061135371183   | 0.22173913043478263  |  0.21834061135371183   |  0.22510822510822512  |  0.21834061135371183   |  0.22844827586206895  |  0.22844827586206895  |  0.21834061135371183   |   0.2317596566523605  |  0.21834061135371183   |  0.22173913043478263  | 0.23829787234042557  |  0.24152542372881358  | 0.23829787234042557  |  0.24152542372881358  |  0.24152542372881358  |  0.24152542372881358  |  0.24152542372881358  |
|       Least Contradiction        | -0.033898305084745756 |   0.3728813559322034   |  0.27118644067796616   | -0.05084745762711863 |   0.1864406779661017   |  0.15254237288135594  |  0.15254237288135594   |  0.10169491525423727   |  0.0847457627118644  |  0.13559322033898305   |  0.08474576271186442  |  0.15254237288135591   |  0.05084745762711864  | -0.016949152542372878 |  0.10169491525423727   | -0.016949152542372878 |  0.13559322033898305   |  0.11864406779661016  | 0.03389830508474577  |  0.01694915254237288  | 0.05084745762711864  |  0.01694915254237288  |  0.01694915254237288  |  0.01694915254237288  |  0.01694915254237288  |
|        Lerman Similarity         |   2.509207159018724   |   6.769787210241955    |   5.760314075639614    |  1.8001024846508218  |   4.813218773916209    |   4.294637484558103   |   4.332317312926256    |   3.493365637216983    |  3.1932498385408308  |   4.141686597006719    |   3.1927147779824137  |   4.531685909541558    |   2.5232292122028417  |   1.5470890026171016  |   3.493365637216983    |   1.3765324005183979  |   4.141686597006719    |   3.862200343761986   |  2.0168955910250137  |   1.456787064892438   |  2.6163700797566527  |   1.456787064892438   |   1.456787064892438   |   1.456787064892438   |   1.456787064892438   |
|        Piatetsky-Shapiro         |  0.02969423063342984  |  0.08011439870065673   |  0.059035378857425325  | 0.01806016524256762  |  0.03899795212202528   |  0.034796271449756375 |  0.03267777699315021   |  0.02531600875644375   | 0.02215592119200621  |  0.027399194972106487  |  0.020037426735400043 |  0.028440788079937857  |  0.015835746063131137 |  0.011669373631805664 |  0.02531600875644375   |  0.009550879175199492 |  0.027399194972106487  |  0.02423910740766895  | 0.008438669585481251 |  0.005278582021043711 | 0.009480262693312619 |  0.005278582021043711 |  0.005278582021043711 |  0.005278582021043711 |  0.005278582021043711 |
|          Max Confidence          |        0.46875        |        0.84375         |   0.8333333333333334   |  0.4347826086956522  |   0.8666666666666667   |          0.8          |   0.8461538461538461   |   0.7499999999999999   |  0.7272727272727272  |   0.8999999999999999   |   0.7777777777777778  |          1.0           |   0.6666666666666667  |  0.46153846153846156  |   0.7499999999999999   |   0.4545454545454546  |   0.8999999999999999   |   0.888888888888889   |         0.75         |   0.6666666666666666  |         1.0          |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |
